,username,verified,followersCount,rawContent,date,replyCount,retweetCount,likeCount,url,hashtags,game,labels,processed,vader_preprocessing_text,vader_neg,vader_neu,vader_pos,vader_comp,class,TextBlob_Subjectivity,TextBlob_Polarity,TextBlob_Analysis,final_class
25,blepmissus,False,93,Ã°ÂÂÂ¸ cakep bgt I canÃ¢ÂÂt help but taking pictures with the cherry blossoms Ã°ÂÂÂ¸ #HogwartsLegacyGAME #HogwartsLegacy https://t.co/eaEDMxoEBF,16/2/2023 17:35,0,0,0.0,https://twitter.com/blepmissus/status/1626274045506523141,"['HogwartsLegacyGAME', 'HogwartsLegacy']",HGL,0.0,"['d', 'cake', 'gt', 'i', 'canal', 'help', 'but', 'take', 'picture', 'with', 'the', 'cherry', 'blossom', 'd', 'https', 't', 'co', 'eaedmxoebf']","adegaaa, cakep bgt i canaC/aat help but taking pictures with the cherry blossoms adegaaa,   ",0.0,0.866,0.134,0.2144,1,0.0,0.0,0,0.0
512,SchuBirdGaming,False,78,"I learned so much already, and I'm not too far in the game, so I feel like pulling a restart of #HogwartsLegacy! I can make my character and wand and whatnot exactly the way I want, and stroll around the castle how I want! Ã°ÂÂÂ #Hogwarts #HogwartLegacy https://t.co/8zltZzJqhi https://t.co/NnlkRjFwrI",11/2/2023 0:09,0,0,6.0,https://twitter.com/SchuBirdGaming/status/1624198943155314690,"['HogwartsLegacy', 'Hogwarts', 'HogwartLegacy']",HGL,0.0,"['i', 'learn', 'so', 'much', 'already', 'and', 'i', 'be', 'not', 'too', 'far', 'in', 'the', 'game', 'so', 'i', 'feel', 'like', 'pull', 'a', 'restart', 'of', 'i', 'can', 'make', 'my', 'character', 'and', 'wand', 'and', 'whatnot', 'exactly', 'the', 'way', 'i', 'want', 'and', 'stroll', 'around', 'the', 'castle', 'how', 'i', 'want', 'd', 'https', 't', 'co', '8zltzzjqhi', 'https', 't', 'co', 'nnlkrjfwri']","i learned so much already, and i am not too far in the game, so i feel like pulling a restart of ! i can make my character and wand and whatnot exactly the way i want, and stroll around the castle how i want! adegaaa    ",0.0,0.854,0.146,0.6075,1,0.4625,0.028125,1,0.0
38244,lizatheshade,FALSE,61,I opened the movie theater in stardew for the first time :3 Ã°ÂÂÂ,16/2/2023 17:36,0,0,3.0,https://twitter.com/lizatheshade/status/1626274336435847169,,Stardew,0.0,"['i', 'open', 'the', 'movie', 'theater', 'in', 'start', 'for', 'the', 'first', 'time', 'smiley', 'd']",i opened the movie theater in stardew for the first time :3 adegaaa,0.0,0.769,0.231,0.5106,1,0.6666666666666666,0.375,1,0.0
17848,MarkofXLent,False,802,"?? ?? ?? Aw man, I can't wait to revisit the first three main God of War games. They'll be up on my YouTube channel someday soon! ?? ?? #GodofWar @ Jarrow https://t.co/6CVk7Z2Ypb",20/10/2020 16:10,0,0,0.0,https://twitter.com/MarkofXLent/status/1318585295005122561,['GodofWar'],GOW,1.0,"['aw', 'man', 'i', 'cannot', 'wait', 'to', 'revisit', 'the', 'first', 'three', 'main', 'god', 'of', 'war', 'game', 'they', 'will', 'be', 'up', 'on', 'my', 'youtube', 'channel', 'someday', 'soon', 'narrow', 'https', 't', 'co', '6ck7z2pb']","?? ?? ?? aw man, i cannot wait to revisit the first three main god of war games. they will be up on my youtube channel someday soon! ?? ??  @ jarrow ",0.146,0.794,0.06,-0.6189,-1,0.3333333333333333,0.2291666666666666,1,1.0
17933,Mike_Campbell31,False,545,"@PlayStation @CoryBarlog @SonySantaMonica God of War is most definitely in my sights as the first game to play in 2019. IÂve waited long enough to return to this game. ItÂs time to earn my Platinum Trophy and begin my NG+ run, in that order. ???? #GodOfWar #GOTY2018 #HappyNewYear2019 https://t.co/aeLJ7kOHcf",1/1/2019 16:25,0,0,0.0,https://twitter.com/Mike_Campbell31/status/1080137945397501952,"['GodOfWar', 'GOTY2018', 'HappyNewYear2019']",GOW,1.0,"['god', 'of', 'war', 'be', 'most', 'definitely', 'in', 'my', 'sight', 'as', 'the', 'first', 'game', 'to', 'play', 'in', '2019', 'i', 'have', 'wait', 'long', 'enough', 'to', 'return', 'to', 'this', 'game', 'its', 'time', 'to', 'earn', 'my', 'platinum', 'trophy', 'and', 'begin', 'my', 'ng', 'run', 'in', 'that', 'order', 'https', 't', 'co', 'elj7koch']","   god of war is most definitely in my sights as the first game to play in 2019. iave waited long enough to return to this game. itas time to earn my platinum trophy and begin my ng+ run, in that order. ????    ",0.077,0.755,0.168,0.5504,-1,0.4333333333333333,-0.0142857142857142,-1,1.0
18391,godfree,True,24852,Join us tonight. #TheGameAwards https://t.co/kQuVzZCH3B,6/12/2018 22:16,0,3,4.0,https://twitter.com/godfree/status/1070804176744181760,['TheGameAwards'],GOW,-1.0,"['join', 'us', 'tonight', 'https', 't', 'co', 'kquvzzch3b']",join us tonight.  ,0.0,0.476,0.524,0.296,1,0.0,0.0,0,-1.0
46932,jaypeldred,FALSE,422,Feel like chippinÃ¢ÂÂ in but the tech just isnÃ¢ÂÂt there? Maybe this fragrance will give you the fix you need: https://t.co/Xqyp9ayaNo #cyberpunk #cyberpunkred #Cyberpunk2077 #JohnnySilverhand,18/9/2022 22:15,0,0,0.0,https://twitter.com/jaypeldred/status/1571623938631028737,"['cyberpunk', 'cyberpunkred', 'Cyberpunk2077', 'JohnnySilverhand']",Cyberpunk,0.0,"['feel', 'like', 'ship', 'in', 'but', 'the', 'tech', 'just', 'isnt', 'there', 'maybe', 'this', 'fragrance', 'will', 'give', 'you', 'the', 'fix', 'you', 'need', 'https', 't', 'co', 'xy9piano']",feel like chippinaC/aa in but the tech just isnaC/aat there? maybe this fragrance will give you the fix you need:     ,0.0,0.916,0.084,0.1901,1,0.0,0.0,0,0.0
18157,yellowparr0t,False,555,I killed the Valkyrie!!!!! Finally !! #GodofWar https://t.co/TSNUAuTToC,17/4/2020 22:22,2,1,1.0,https://twitter.com/yellowparr0t/status/1251274752334970880,['GodofWar'],GOW,1.0,"['i', 'kill', 'the', 'valkyrie', 'finally', 'https', 't', 'co', 'tsnuauttoc']",i killed the valkyrie!!!!! finally !!  ,0.586,0.414,0.0,-0.7696,-1,0.5,-0.30517578125,-1,1.0
18266,PeterEspionage,False,38,@geoffkeighley Who will be breathtaking? #TheGameAwards,12/12/2019 23:09,0,0,1.0,https://twitter.com/PeterEspionage/status/1205263489733988352,['TheGameAwards'],GOW,1.0,"['who', 'will', 'be', 'breathtaking']", who will be breathtaking? ,0.0,0.5,0.5,0.4588,1,1.0,1.0,1,1.0
38701,Lion_Onii_Vtube,FALSE,988,@RadiaActive_VT @CultistZolon Got some room? IÃ¢ÂÂve been fully on my Stardew kick again as of late,18/2/2023 3:21,0,0,1.0,https://twitter.com/Lion_Onii_Vtube/status/1626783820828622849,,Stardew,0.0,"['get', 'some', 'room', 'have', 'be', 'fully', 'on', 'my', 'start', 'kick', 'again', 'as', 'of', 'late']",  got some room? iaC/aave been fully on my stardew kick again as of late,0.0,1.0,0.0,0.0,0,0.6,-0.3,-1,0.0
112,morinatsuki,False,18,"#PS5Share, #HogwartsLegacy The Most Adorable Baby Mooncalf Ã¢ÂÂ¤Ã¯Â¸ÂÃ¢ÂÂ¤Ã¯Â¸ÂÃ¢ÂÂ¤Ã¯Â¸Â https://t.co/AhTo7aadIU",16/2/2023 12:24,0,0,0.0,https://twitter.com/morinatsuki/status/1626195757157195778,"['PS5Share', 'HogwartsLegacy']",HGL,0.0,"['the', 'most', 'adorable', 'baby', 'mooncalf', 'a', 'i', 'a', 'i', 'a', 'i', 'https', 't', 'co', 'auto7radio']",",  the most adorable baby mooncalf aC/aa$?a-a,aaC/aa$?a-a,aaC/aa$?a-a,a ",0.0,0.554,0.446,0.6166,1,0.75,0.5,1,0.0
46551,hunny_fly,FALSE,308,"""...none know the true will of the Atlas"" - Excerpts of the Travelers Sermon @NoMansSky @hellogames #NMS #NoMansSky #NoMansSkyFractal #VirtualPhotography #VPRT #VGPUnite https://t.co/fWoSMpxW6J",9/3/2023 8:16,0,1,8.0,https://twitter.com/hunny_fly/status/1633743609794301953,"['NMS', 'NoMansSky', 'NoMansSkyFractal', 'VirtualPhotography', 'VPRT', 'VGPUnite']",Cyberpunk,0.0,"['none', 'know', 'the', 'true', 'will', 'of', 'the', 'atlas', 'excerpt', 'of', 'the', 'travelers', 'sermon', 'https', 't', 'co', 'fwosmpxw6j']",""" know the true will of the atlas"" - excerpts of the travelers sermon         ",0.0,0.797,0.203,0.4215,1,0.475,0.0624999999999999,1,0.0
17930,bellenoire44,False,52,@chitown_zo312 @Fangamer @SonySantaMonica YouÂre so welcome and I love you ????,14/6/2019 20:36,0,0,1.0,https://twitter.com/bellenoire44/status/1139632725621706752,[],GOW,0.0,"['you', 'be', 'so', 'welcome', 'and', 'i', 'love', 'you']",   youare so welcome and i love you ????,0.0,0.365,0.635,0.8663,1,0.75,0.65,1,0.0
38036,yanzzns,FALSE,647,sorry im giggling #StardewValley #NintendoSwitch https://t.co/LU4oagQ70X,16/2/2023 23:58,0,0,0.0,https://twitter.com/yanzzns/status/1626370519770738688,"['StardewValley', 'NintendoSwitch']",Stardew,0.0,"['sorry', 'i', 'be', 'dig', 'https', 't', 'co', 'lu4page70x']",sorry i am giggling   ,0.271,0.208,0.521,0.296,-1,1.0,-0.5,-1,0.0
17318,ChrisOfClubs,False,291,Chilled ?? Graphics on #GodofWar are absolutely insane. #PS4 #Playstation @ London Borough of Ealing https://t.co/Xzo8OLAbhD,21/4/2018 22:00,0,0,0.0,https://twitter.com/ChrisOfClubs/status/987813301076807680,"['GodofWar', 'PS4', 'Playstation']",GOW,1.0,"['chill', 'graphics', 'on', 'be', 'absolutely', 'insane', 'london', 'borough', 'of', 'deal', 'https', 't', 'co', 'zo8olabhd']",chilled ?? graphics on  are absolutely insane.   @ london borough of ealing ,0.251,0.749,0.0,-0.5192,-1,1.0,-1.0,-1,1.0
17555,SakuraCR83,False,2,@SonySantaMonica I'm having error CE-34878-0 with the digital copy GOW PS4. What's the update on this? I can't even play. Very upsetting.,30/7/2018 21:09,1,0,0.0,https://twitter.com/SakuraCR83/status/1024039206614654980,[],GOW,-1.0,"['i', 'be', 'have', 'error', 'ce', '34878', '0', 'with', 'the', 'digital', 'copy', 'row', 'ps4', 'what', 'be', 'the', 'update', 'on', 'this', 'i', 'cannot', 'even', 'play', 'very', 'upset']", i am having error ce-34878-0 with the digital copy gow ps4. what is the update on this? i cannot even play. very upsetting.,0.311,0.689,0.0,-0.798,-1,0.15,0.1,1,-1.0
46656,Dark8770368175,FALSE,0,If u don't know what to add in the game take this reference : https://t.co/vXXzmSerXC . #Cyberpunk2077 #cyberpunk #CDProjektRed #cyberbug2077,24/1/2021 8:51,0,1,0.0,https://twitter.com/Dark8770368175/status/1353264166656729088,"['Cyberpunk2077', 'cyberpunk', 'CDProjektRed', 'cyberbug2077']",Cyberpunk,-1.0,"['if', 'you', 'do', 'not', 'know', 'what', 'to', 'add', 'in', 'the', 'game', 'take', 'this', 'reference', 'https', 't', 'co', 'vxxzmserxc']",if you do not know what to add in the game take this reference :  .    ,0.0,1.0,0.0,0.0,0,0.4,-0.4,-1,-1.0
17769,Laura_Press_Go,False,1218,@Kristen_Irena @BT_BlackThunder @SonySantaMonica Amazing ?? https://t.co/TmBLpRdRSK,20/4/2022 14:18,0,0,2.0,https://twitter.com/Laura_Press_Go/status/1516783270150787080,[],GOW,1.0,"['amaze', 'https', 't', 'co', 'tmblprdrsk']",   amazing ?? ,0.0,0.194,0.806,0.6322,1,0.9,0.6000000000000001,1,1.0
46740,ChloeMa55964209,FALSE,26,i have just started playing cyberpunk 2077 as streetkid male v. any funny bugs u guys found? my car caught fire out of nowhere while driving lmao Ã¢Â #gaming #Cyberpunk2077bugs #Cyberpunk #Cyberpunk2077 #Cyberbug2077,25/12/2020 20:31,1,0,0.0,https://twitter.com/ChloeMa55964209/status/1342568610997415938,"['gaming', 'Cyberpunk2077bugs', 'Cyberpunk', 'Cyberpunk2077', 'Cyberbug2077']",Cyberpunk,1.0,"['i', 'have', 'just', 'start', 'play', 'cyberpunk', '2077', 'as', 'streetkid', 'male', 'v', 'any', 'funny', 'bug', 'you', 'guy', 'find', 'my', 'car', 'catch', 'fire', 'out', 'of', 'nowhere', 'while', 'drive', 'lmaz', 'a']",i have just started playing cyberpunk 2077 as streetkid male v. any funny bugs you guys found? my car caught fire out of nowhere while driving lmao aC/a     ,0.167,0.692,0.141,-0.2134,-1,0.7000000000000001,0.2833333333333333,1,1.0
17736,ygoni,False,199,Haven't been into gaming much over the last two decades but #GodOfWar looks sick! Might have to rekindle my gaming days! #PS4,12/4/2018 11:29,0,0,0.0,https://twitter.com/ygoni/status/984393185270132737,"['GodOfWar', 'PS4']",GOW,1.0,"['have', 'not', 'be', 'into', 'game', 'much', 'over', 'the', 'last', 'two', 'decades', 'but', 'look', 'sick', 'might', 'have', 'to', 'rekindle', 'my', 'game', 'days']",have not been into gaming much over the last two decades but  looks sick! might have to rekindle my gaming days! ,0.201,0.799,0.0,-0.7214,-1,0.3746031746031746,-0.2666666666666666,-1,1.0
531,RoxieSaysPew,False,35,Throwing enemies off the map xD #HogwartsLegacy https://t.co/WCOHDCiElp,17/2/2023 22:55,1,0,2.0,https://twitter.com/RoxieSaysPew/status/1626716908505669633,['HogwartsLegacy'],HGL,0.0,"['throw', 'enemies', 'off', 'the', 'map', 'xd', 'https', 't', 'co', 'wcohdcielp']",throwing enemies off the map xd  ,0.291,0.364,0.345,0.1531,-1,0.0,0.0,0,0.0
18075,ReportedRoberts,True,126,"The Game Awards starting with a Reveal for Smash was good, but the fact that they added another Final Fantasy character steals the show. ThatÂs how you pass the excellent Joker reveal from 2018. #TheGameAwards",11/12/2020 0:13,0,0,0.0,https://twitter.com/ReportedRoberts/status/1337188637549588482,['TheGameAwards'],GOW,0.0,"['the', 'game', 'award', 'start', 'with', 'a', 'reveal', 'for', 'smash', 'be', 'good', 'but', 'the', 'fact', 'that', 'they', 'add', 'another', 'final', 'fantasy', 'character', 'steal', 'the', 'show', 'that', 'be', 'how', 'you', 'pass', 'the', 'excellent', 'joker', 'reveal', 'from', '2018']","the game awards starting with a reveal for smash was good, but the fact that they added another final fantasy character steals the show. thatas how you pass the excellent joker reveal from 2018. ",0.103,0.648,0.249,0.6486,-1,0.62,0.2599999999999999,1,0.0
839,Lee_Sleeveen,False,485,5 hours so far on @HogwartsLegacy &amp; loving it #HogwartLegacy,12/2/2023 9:23,0,0,0.0,https://twitter.com/Lee_Sleeveen/status/1624700705293627393,['HogwartLegacy'],HGL,1.0,"['5', 'hours', 'so', 'far', 'on', 'amp', 'love', 'it']",5 hours so far on  &amp; loving it ,0.0,0.606,0.394,0.5994,1,0.975,0.35,1,1.0
17187,CosmoManiaBruce,False,1386,Now it begins #TheGameAwards,13/12/2019 2:05,0,0,0.0,https://twitter.com/CosmoManiaBruce/status/1205307665938817025,['TheGameAwards'],GOW,0.0,"['now', 'it', 'begin']",now it begins ,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0
46609,Carchara_,FALSE,573,Time to retry photography on #Cyberpunk2077 I have so much to learn but not impossible Ã°ÂÂÂ ~ V ~ cc @CDPROJEKTRED @CyberpunkGame #VirtualPhotography #ZarnGaming #PhotoMode #GamingPhotography #videogames #CDProjektRED #Cyberpunk2077PhotoMode https://t.co/XzCsj0kNgU,3/1/2023 4:03,1,1,9.0,https://twitter.com/Carchara_/status/1610124709458489347,"['Cyberpunk2077', 'VirtualPhotography', 'ZarnGaming', 'PhotoMode', 'GamingPhotography', 'videogames', 'CDProjektRED', 'Cyberpunk2077PhotoMode']",Cyberpunk,1.0,"['time', 'to', 'retro', 'photography', 'on', 'i', 'have', 'so', 'much', 'to', 'learn', 'but', 'not', 'impossible', 'd', 'v', 'cc', 'https', 't', 'co', 'xzcsj0ngu']",time to retry photography on  i have so much to learn but not impossible adegaaa ~ v ~ cc          ,0.0,1.0,0.0,0.0,0,0.6,0.2666666666666666,1,1.0
47079,Gh4stlyG1rl,FALSE,558,In this episode of my #Cyberpunk2077 playthrough we visit Lizzie's Bar for a #braindance to help us find the #relic chip https://t.co/9o1HqqKZNc #NewVideoAlert #youtubegaming https://t.co/pIcznwaz9M,20/12/2020 21:07,0,0,2.0,https://twitter.com/Gh4stlyG1rl/status/1340765832897568768,"['Cyberpunk2077', 'braindance', 'relic', 'NewVideoAlert', 'youtubegaming']",Cyberpunk,0.0,"['in', 'this', 'episode', 'of', 'my', 'playthrough', 'we', 'visit', 'lizzie', 's', 'bar', 'for', 'a', 'to', 'help', 'us', 'find', 'the', 'chip', 'https', 't', 'co', '9o1hqqkznc', 'https', 't', 'co', 'picznwaz9m']",in this episode of my  playthrough we visit lizzie's bar for a  to help us find the  chip    ,0.0,0.856,0.144,0.4019,1,0.0,0.0,0,0.0
223,not8ill,False,206,Only reason why I'm considering getting a PS5 after having no system for years Ã°ÂÂ¥Â´ #HogwartsLegacy,17/2/2023 4:42,1,0,0.0,https://twitter.com/not8ill/status/1626441875904159749,['HogwartsLegacy'],HGL,0.0,"['only', 'reason', 'why', 'i', 'be', 'consider', 'get', 'a', 'ps5', 'after', 'have', 'no', 'system', 'for', 'years', 'de']",only reason why i am considering getting a ps5 after having no system for years adegaaY=a' ,0.145,0.855,0.0,-0.296,-1,1.0,0.0,0,0.0
46717,lebarbu_ludique,FALSE,2,Balade dans night city #nightcity #Cyberpunk2077 #cdproject #Cyberpunk2077PhotoMode #cyberpunk2077edgerunners https://t.co/tZUJZo9vdw,20/2/2023 15:00,0,0,0.0,https://twitter.com/lebarbu_ludique/status/1627684528457232384,"['nightcity', 'Cyberpunk2077', 'cdproject', 'Cyberpunk2077PhotoMode', 'cyberpunk2077edgerunners']",Cyberpunk,0.0,"['blade', 'dans', 'night', 'city', 'https', 't', 'co', 'tzujzo9idw']",balade dans night city      ,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0
46615,OneMoreLevel_1,FALSE,1307,OPINION PIECE: Revealing Games like Cyberpunk 2077 on High-End PCs Should be a Thing of the Past Ã¢ÂÂ TechStomper @TechStomperIE #videogames #tech #gaming #gaming_news #gamer #Cyberpunk2077 #Cyberbug2077 https://t.co/4TxwLcF93K,25/12/2020 12:54,0,0,2.0,https://twitter.com/OneMoreLevel_1/status/1342453780051329026,"['videogames', 'tech', 'gaming', 'gaming_news', 'gamer', 'Cyberpunk2077', 'Cyberbug2077']",Cyberpunk,-1.0,"['opinion', 'piece', 'reveal', 'game', 'like', 'cyberpunk', '2077', 'on', 'high', 'end', 'pcs', 'should', 'be', 'a', 'thing', 'of', 'the', 'past', 'a', 'techstomper', 'https', 't', 'co', '4txwlcf93k']",opinion piece: revealing games like cyberpunk 2077 on high-end pcs should be a thing of the past aC/aa techstomper         ,0.0,0.872,0.128,0.3612,1,0.25,-0.25,-1,-1.0
38092,joaoopsv,FALSE,70,@previaxd hollow e stardew valley por obsequio!,12/2/2023 16:14,0,0,0.0,https://twitter.com/joaoopsv/status/1624804167486242828,,Stardew,0.0,"['hollow', 'e', 'start', 'valley', 'por', 'obsequio']", hollow e stardew valley por obsequio!,0.0,1.0,0.0,0.0,0,0.05,-0.125,-1,0.0
574,WestsideMaverik,False,922,"This combat is fire #PS5Share, #HogwartsLegacy https://t.co/nXjl9N45qu",17/2/2023 9:34,0,0,0.0,https://twitter.com/WestsideMaverik/status/1626515456570933250,"['PS5Share', 'HogwartsLegacy']",HGL,0.0,"['this', 'combat', 'be', 'fire', 'https', 't', 'co', 'nl9n45qu']","this combat is fire ,  ",0.706,0.294,0.0,-0.5859,-1,0.0,0.0,0,0.0
46834,MajinGengarVP,FALSE,84,Night City Ã°ÂÂÂ®: Cyberpunk 2077 (@CyberpunkGame) Ã¢ÂÂÃ¯Â¸Â: @CDPROJEKTRED #Xbox #VirtualPhotography #WorldofVP #VPGamers #VGPUnite #VPRT #XboxShare #ArtisticofSociety #Cyberpunk2077 #NightCity https://t.co/Bh0aKhXZyD,25/1/2023 20:22,0,4,9.0,https://twitter.com/MajinGengarVP/status/1618343656674701313,"['Xbox', 'VirtualPhotography', 'WorldofVP', 'VPGamers', 'VGPUnite', 'VPRT', 'XboxShare', 'ArtisticofSociety', 'Cyberpunk2077', 'NightCity']",Cyberpunk,1.0,"['night', 'city', 'd', 'register', 'cyberpunk', '2077', 'ai', 'https', 't', 'co', 'bh0akhxzyd']","night city adegaaa(r): cyberpunk 2077 () aC/aaa-a,a:            ",0.0,1.0,0.0,0.0,0,0.0,0.0,0,1.0
46991,epikdanny,FALSE,111,We have reached the end of the game!Ã https://t.co/2VOatEaAQAÃ #Cyberpunk #Cyberpunk2077 #2077 #NightCity #StreetKid #Cyberbug #Cyberbug2077 #Walkthrough #Gameplay #Playthrough #Completion #FPS #JohnnySilverhand #Johnny #Silverhand #KeanuReeves #Keanu #Reeves #HanakoArasaka #Hanako https://t.co/omyVDRCn6M,23/1/2021 18:22,0,1,0.0,https://twitter.com/epikdanny/status/1353045528745922565,"['Cyberpunk', 'Cyberpunk2077', 'NightCity', 'StreetKid', 'Cyberbug', 'Cyberbug2077', 'Walkthrough', 'Gameplay', 'Playthrough', 'Completion', 'FPS', 'JohnnySilverhand', 'Johnny', 'Silverhand', 'KeanuReeves', 'Keanu', 'Reeves', 'HanakoArasaka', 'Hanako']",Cyberpunk,1.0,"['we', 'have', 'reach', 'the', 'end', 'of', 'the', 'game', 'a', 'https', 't', 'co', '2voateaaqaa', 'https', 't', 'co', 'omyvdrcn6m']",we have reached the end of the game!a                      ,0.0,0.805,0.195,0.1759,1,0.0,0.0,0,1.0
47301,slappyrad,FALSE,158,"Some wide shots of Laguna Bend, then progressively further out. These kinda got me in my feels. ItÃ¢ÂÂs impossible to see her but JudyÃ¢ÂÂs still sitting on the dock; I took those right after completing Pyramid Song Ã¢ÂÂ¤Ã¯Â¸Â #Cyberpunk2077 #NightCity #LagunaBend https://t.co/xDPJPW54W4",28/11/2022 16:07,1,0,5.0,https://twitter.com/slappyrad/status/1597260974788317184,"['Cyberpunk2077', 'NightCity', 'LagunaBend']",Cyberpunk,1.0,"['some', 'wide', 'shots', 'of', 'laguna', 'bend', 'then', 'progressively', 'further', 'out', 'these', 'kind', 'of', 'get', 'me', 'in', 'my', 'feel', 'its', 'impossible', 'to', 'see', 'her', 'but', 'judge', 'still', 'sit', 'on', 'the', 'dock', 'i', 'take', 'those', 'right', 'after', 'complete', 'pyramid', 'song', 'a', 'i', 'https', 't', 'co', 'xdpjpw54w4']","some wide shots of laguna bend, then progressively further out. these kind of got me in my feels. itaC/aas impossible to see her but judyaC/aas still sitting on the dock; i took those right after completing pyramid song aC/aa$?a-a,a    ",0.0,1.0,0.0,0.0,0,0.667142857142857,0.0238095238095238,1,1.0
38477,MochaBunii,FALSE,685,I just received a gift from FWKLP via Throne Gifts: Stardew Valley - Green Junimo Plush. Thank you! https://t.co/JdeqhFPohL #Wishlist #Throne https://t.co/isUkUeWo3s,18/2/2023 19:19,0,0,4.0,https://twitter.com/MochaBunii/status/1627025039936876545,"['Wishlist', 'Throne']",Stardew,0.0,"['i', 'just', 'receive', 'a', 'gift', 'from', 'fwp', 'via', 'throne', 'gift', 'start', 'valley', 'green', 'junio', 'plush', 'thank', 'you', 'https', 't', 'co', 'jdeqhfpohl', 'https', 't', 'co', 'isukuewo3s']",i just received a gift from fwklp via throne gifts: stardew valley - green junimo plush. thank you!    ,0.0,0.695,0.305,0.69,1,0.3,-0.25,-1,0.0
37976,tiniipupi,FALSE,406,@cinnabunroII im sure youÃ¢ÂÂre great at it!! n stardew is my fave!,11/2/2023 21:47,1,0,0.0,https://twitter.com/tiniipupi/status/1624525553289113600,,Stardew,1.0,"['i', 'be', 'sure', 'youre', 'great', 'at', 'it', 'n', 'start', 'be', 'my', 'have']", i am sure youaC/aare great at it!! n stardew is my fave!,0.0,0.408,0.592,0.88,1,0.8194444444444444,0.75,1,1.0
46899,PinkyJulien77,FALSE,850,Golden Queen for @Vesn4_ Ã°ÂÂÂ#Cyberpunk2077 #HanakoArasaka #Arasaka #Cyberpunk2077PhotoMode https://t.co/8n1asjsGO3,10/7/2021 21:45,3,11,41.0,https://twitter.com/PinkyJulien77/status/1413977663652388866,"['Cyberpunk2077', 'HanakoArasaka', 'Arasaka', 'Cyberpunk2077PhotoMode']",Cyberpunk,1.0,"['golden', 'queen', 'for', 'd', 'https', 't', 'co', '8n1asjsgo3']",golden queen for  adegaaa    ,0.0,1.0,0.0,0.0,0,0.5,0.3,1,1.0
38566,LadyLuie,FALSE,0,Got further than ever before in Stardew Valley. I am committed to this farm!,11/2/2023 22:32,0,0,0.0,https://twitter.com/LadyLuie/status/1624537003130777601,,Stardew,0.0,"['get', 'further', 'than', 'ever', 'before', 'in', 'start', 'valley', 'i', 'be', 'commit', 'to', 'this', 'farm']",got further than ever before in stardew valley. i am committed to this farm!,0.0,0.834,0.166,0.3382,1,0.5,0.0,0,0.0
17567,GingerNaTT,False,698,After all the stories by Mimir and what he have done to Modi and Magni - he fits the description. Well done @SonySantaMonica Congrats to the whole team. Love your work and wish you the best! https://t.co/t21xen2AjD,10/9/2021 16:07,1,0,7.0,https://twitter.com/GingerNaTT/status/1436360719704985604,[],GOW,1.0,"['after', 'all', 'the', 'stories', 'by', 'mimic', 'and', 'what', 'he', 'have', 'do', 'to', 'modi', 'and', 'magna', 'he', 'fit', 'the', 'description', 'well', 'do', 'contrast', 'to', 'the', 'whole', 'team', 'love', 'your', 'work', 'and', 'wish', 'you', 'the', 'best', 'https', 't', 'co', 't21en2and']",after all the stories by mimir and what he have done to modi and magni - he fits the description. well done  congrats to the whole team. love your work and wish you the best! ,0.0,0.632,0.368,0.9508,1,0.4333333333333333,0.5666666666666667,1,1.0
46432,thekiba91,FALSE,202,Ready #cyberpunk2077 #ps5 #cyberbug2077 https://t.co/3A8CkNStxy,18/1/2021 17:19,0,0,0.0,https://twitter.com/thekiba91/status/1351217716263317504,"['cyberpunk2077', 'ps5', 'cyberbug2077']",Cyberpunk,0.0,"['ready', 'https', 't', 'co', '3a8cknstxy']",ready    ,0.0,0.0,1.0,0.3612,1,0.5,0.2,1,0.0
46977,Blizzardforce,FALSE,80,"Just a small kiss on the balcony, a moment just for two. #Cyberpunk2077 #JohnnySilverhand #VirtualPhotography #MaleV #NightCity #PhotoMode #Cyberpunk2077PhotoMode #OTPBlueRocker #SilverV #VinceSmidt #shippysaturday #VGPUnite #WorldofVP https://t.co/7p55QTyM44",25/11/2022 23:40,0,5,23.0,https://twitter.com/Blizzardforce/status/1596287617276018688,"['Cyberpunk2077', 'JohnnySilverhand', 'VirtualPhotography', 'MaleV', 'NightCity', 'PhotoMode', 'Cyberpunk2077PhotoMode', 'OTPBlueRocker', 'SilverV', 'VinceSmidt', 'shippysaturday', 'VGPUnite', 'WorldofVP']",Cyberpunk,0.0,"['just', 'a', 'small', 'kiss', 'on', 'the', 'balcony', 'a', 'moment', 'just', 'for', 'two', 'https', 't', 'co', '7p55qty44']","just a small kiss on the balcony, a moment just for two.              ",0.0,0.763,0.237,0.4215,1,0.4,-0.25,-1,0.0
621,warOnLuke,False,402,Ooooo they shouldÃ¢ÂÂve not put this spell in the game Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂªÂÃ°ÂÂªÂ LOL #HogwartLegacy https://t.co/9sycSbeFvI,12/2/2023 2:27,0,0,0.0,https://twitter.com/warOnLuke/status/1624595946666328064,['HogwartLegacy'],HGL,0.0,"['voodoo', 'they', 'shouldave', 'not', 'put', 'this', 'spell', 'in', 'the', 'game', 'dddddd', 'lol', 'https', 't', 'co', '9sycsbefvi']",ooooo they shouldaC/aave not put this spell in the game adegaaaadegaaaadegaaaaadegaaaa lol  ,0.0,0.797,0.203,0.4215,1,0.55,0.2,1,0.0
